,Tarih,Şimdi,dolar,petrol
1855,2015-04-13,102.912,"2,6705","51,91"
1856,2015-12-04,102.07799999999999,,
1857,2015-10-04,102.06200000000001,"2,6287","51,64"
1858,2015-09-04,100.649,"2,6199","50,79"
1859,2015-08-04,100.396,"2,5995","50,42"
1860,2015-07-04,101.126,"2,6023","53,98"
1861,2015-06-04,100.45700000000001,"2,5710","52,14"
1862,2015-05-04,100.51,,
1863,2015-02-04,99.925,"2,5855","49,14"
1864,2015-01-04,100.59899999999999,"2,5990","50,09"
1865,2015-03-31,98.896,"2,5978","47,60"
1866,2015-03-30,99.382,"2,6078","48,68"
1867,2015-03-29,100.605,,
1868,2015-03-27,100.64200000000001,"2,6102","48,87"
1869,2015-03-26,100.79799999999999,"2,5957","51,43"
1870,2015-03-25,99.4,"2,5870","49,21"
1871,2015-03-24,97.98100000000001,"2,5519","47,51"
1872,2015-03-23,97.244,"2,5423","47,45"
1873,2015-03-22,98.4,,
1874,2015-03-20,97.874,"2,5730","45,72"
1875,2015-03-19,98.115,"2,6070","43,96"
1876,2015-03-18,96.935,"2,5702","44,66"
1877,2015-03-17,96.63,"2,6117","43,46"
1878,2015-03-16,97.59200000000001,"2,6261","43,88"
1879,2015-03-15,98.12299999999999,,
1880,2015-03-13,98.288,"2,6397","44,84"
1881,2015-12-03,96.01799999999999,"2,5840","47,05"
1882,2015-11-03,97.081,"2,6105","48,17"
1883,2015-10-03,98.667,"2,6385","48,29"
1884,2015-09-03,97.675,"2,6016","50,00"
1885,2015-08-03,98.726,,
1886,2015-06-03,98.53399999999999,"2,6243","49,61"
1887,2015-05-03,100.624,"2,6069","50,76"
1888,2015-04-03,99.14200000000001,"2,5640","51,53"
1889,2015-03-03,98.20299999999999,"2,5357","50,52"
1890,2015-02-03,97.87100000000001,"2,5169","49,59"
1891,2015-01-03,97.87200000000001,,
1892,2015-02-27,97.824,"2,5088","49,76"
1893,2015-02-26,97.506,"2,5040","48,17"
1894,2015-02-25,96.441,"2,4886","50,99"
1895,2015-02-24,95.47200000000001,"2,4637","49,28"
1896,2015-02-23,95.719,"2,4753","49,45"
1897,2015-02-22,94.993,,
1898,2015-02-20,94.891,"2,4526","50,34"
1899,2015-02-19,95.44,"2,4570","51,16"
1900,2015-02-18,95.36399999999999,"2,4418","52,14"
1901,2015-02-17,95.406,"2,4520","53,53"
1902,2015-02-16,97.303,"2,4566","53,61"
1903,2015-02-15,97.10600000000001,,"54,06"
1904,2015-02-13,97.12100000000001,"2,4581","52,78"
1905,2015-12-02,97.12100000000001,"2,4666","51,21"
1906,2015-11-02,98.087,"2,5004","48,84"
1907,2015-10-02,99.009,"2,4964","50,02"
1908,2015-09-02,98.60799999999999,"2,4766","52,86"
1909,2015-08-02,98.42,,
1910,2015-06-02,98.146,"2,4740","51,69"
1911,2015-05-02,99.18700000000001,"2,4375","50,48"
1912,2015-04-02,100.677,"2,4665","48,45"
1913,2015-03-02,97.454,"2,4014","53,05"
1914,2015-02-02,99.662,"2,4306","49,57"
1915,2015-01-02,100.63,,
1916,2015-01-30,100.76100000000001,"2,4464","48,24"
1917,2015-01-29,97.97399999999999,"2,4161","44,53"
1918,2015-01-28,98.66799999999999,"2,3859","44,45"
1919,2015-01-27,98.348,"2,3642","46,23"
1920,2015-01-26,96.99,"2,3541","45,15"
1921,2015-01-25,98.588,,
1922,2015-01-23,97.787,"2,3483","45,59"
1923,2015-01-22,97.34100000000001,"2,3242","46,31"
1924,2015-01-21,97.625,"2,3503","47,78"
1925,2015-01-20,97.53399999999999,"2,3463","46,39"
1926,2015-01-19,95.723,"2,3380","47,78"
1927,2015-01-18,95.916,,"48,85"
1928,2015-01-16,95.819,"2,3229","48,69"
1929,2015-01-15,93.699,"2,3103","46,25"
1930,2015-01-14,90.34700000000001,"2,2811","48,48"
1931,2015-01-13,90.537,"2,2858","45,89"
1932,2015-12-01,90.479,"2,2853","46,07"
1933,2015-11-01,90.429,,
1934,2015-09-01,90.245,"2,2950","48,36"
1935,2015-08-01,89.329,"2,2992","48,79"
1936,2015-07-01,90.4,"2,3189","48,65"
1937,2015-06-01,90.931,"2,3228","47,93"
1938,2015-05-01,90.208,"2,3318","50,04"
1939,2015-04-01,89.22200000000001,,
1940,2015-02-01,89.601,"2,3442","52,69"
1941,2015-01-01,89.02,"2,3309","54,56"
1942,2014-12-31,88.76899999999999,"2,3345","53,27"
1943,2014-12-30,89.751,"2,3289","54,12"
1944,2014-12-29,88.085,"2,3176","53,61"
1945,2014-12-28,89.084,,
1946,2014-12-26,89.12799999999999,"2,3175","54,73"
1947,2014-12-25,87.774,"2,3210","55,92"
1948,2014-12-24,87.5,"2,3173","55,84"
1949,2014-12-23,87.956,"2,3226","57,12"
1950,2014-12-22,87.361,"2,3148","55,26"
1951,2014-12-21,88.959,,
1952,2014-12-19,88.91799999999999,"2,3121","56,52"
1953,2014-12-18,89.429,"2,3230","54,11"
1954,2014-12-17,89.46799999999999,"2,3381","56,47"
1955,2014-12-16,90.99700000000001,"2,3650","55,93"
1956,2014-12-15,90.787,"2,3760","55,91"
1957,2014-12-14,90.527,,
1958,2014-12-12,90.363,"2,2990","57,81"
1959,2014-11-12,89.90299999999999,"2,2784","59,95"
1960,2014-10-12,89.561,"2,2663","60,94"
1961,2014-09-12,89.56299999999999,"2,2674","63,82"
1962,2014-08-12,87.759,"2,2686","63,05"
1963,2014-07-12,86.432,,
1964,2014-05-12,86.694,"2,2610","65,84"
1965,2014-04-12,86.55,"2,2342","66,81"
1966,2014-03-12,87.015,"2,2420","67,38"
1967,2014-02-12,85.93,"2,2312","66,88"
1968,2014-01-12,85.88,"2,2149","69,00"
1969,2014-11-30,82.245,,
1970,2014-11-28,83.353,"2,2196","66,15"
1971,2014-11-27,84.413,"2,2072","68,55"
1972,2014-11-26,85.119,"2,2106","73,69"
1973,2014-11-25,85.727,"2,2197","74,09"
1974,2014-11-24,85.837,"2,2300","75,78"
1975,2014-11-23,85.86200000000001,,
1976,2014-11-21,85.833,"2,2218","76,51"
1977,2014-11-20,85.21700000000001,"2,2196","75,58"
1978,2014-11-19,84.897,"2,2320","74,58"
1979,2014-11-18,85.348,"2,2214","74,61"
1980,2014-11-17,85.11,"2,2312","75,64"
1981,2014-11-16,84.802,,
1982,2014-11-14,85.23,"2,2296","75,82"
1983,2014-11-13,83.71,"2,2422","74,21"
1984,2014-12-11,83.887,"2,2514","77,18"
1985,2014-11-11,84.306,"2,2568","77,94"
1986,2014-10-11,83.926,"2,2594","77,40"
1987,2014-09-11,84.96700000000001,,
1988,2014-07-11,85.454,"2,2580","78,65"
1989,2014-06-11,83.117,"2,2636","77,91"
1990,2014-05-11,82.55,"2,2443","78,68"
1991,2014-04-11,83.51299999999999,"2,2235","77,19"
1992,2014-03-11,83.721,"2,2355","78,78"
1993,2014-02-11,83.544,,
1994,2014-10-31,83.814,"2,2240","80,54"
1995,2014-10-30,84.863,"2,1988","81,12"
1996,2014-10-29,86.385,"2,2153","82,20"
1997,2014-10-28,87.214,"2,2066","81,42"
1998,2014-10-27,87.927,"2,2294","81,00"
1999,2014-10-26,88.149,,
2000,2014-10-24,88.301,"2,2313","81,01"
2001,2014-10-23,88.53299999999999,"2,2360","82,09"
2002,2014-10-22,89.75200000000001,"2,2463","80,52"
2003,2014-10-21,90.11,"2,2451","82,81"
2004,2014-10-20,89.861,"2,2437","82,71"
2005,2014-10-19,89.181,,
2006,2014-10-17,89.405,"2,2460","82,75"
2007,2014-10-16,90.075,"2,2629","82,70"
2008,2014-10-15,90.55799999999999,"2,2693","81,78"
2009,2014-10-14,89.869,"2,2730","81,84"
2010,2014-10-13,90.223,"2,2698","85,74"
2011,2014-12-10,90.456,,
2012,2014-10-10,90.01299999999999,"2,2884","85,82"
2013,2014-09-10,89.33,"2,2695","85,77"
2014,2014-08-10,88.74,"2,2630","87,31"
2015,2014-07-10,88.512,"2,2753","88,85"
2016,2014-06-10,88.001,"2,2678","90,34"
2017,2014-05-10,87.493,,
2018,2014-03-10,87.874,"2,2942","89,74"
2019,2014-02-10,88.48299999999999,"2,2665","91,01"
2020,2014-01-10,89.244,"2,2833","90,73"
2021,2014-09-30,88.501,"2,2782","91,16"
2022,2014-09-29,89.18700000000001,"2,2786","94,57"
2023,2014-09-28,88.605,,
2024,2014-09-26,88.573,"2,2623","93,54"
2025,2014-09-25,88.87700000000001,"2,2610","92,53"
2026,2014-09-24,87.47200000000001,"2,2366","92,80"
2027,2014-09-23,87.91799999999999,"2,2393","91,56"
2028,2014-09-22,87.537,"2,2407","91,52"
2029,2014-09-21,87.39,,
2030,2014-09-19,87.366,"2,2347","92,41"
2031,2014-09-18,87.65,"2,2260","93,07"
2032,2014-09-17,87.705,"2,2243","94,42"
2033,2014-09-16,87.521,"2,2033","94,88"
2034,2014-09-15,87.787,"2,2121","92,92"
2035,2014-09-14,87.735,,
2036,2014-12-09,87.76,"2,2230","92,27"
2037,2014-11-09,87.73700000000001,"2,2007","92,83"
2038,2014-10-09,88.073,"2,1929","91,67"
2039,2014-09-09,88.649,"2,1963","92,75"
2040,2014-08-09,87.77,"2,1735","92,66"
2041,2014-07-09,87.93700000000001,,
2042,2014-05-09,88.069,"2,1590","93,29"
2043,2014-04-09,87.59299999999999,"2,1632","94,45"
2044,2014-03-09,88.12299999999999,"2,1577","95,54"
2045,2014-02-09,88.531,"2,1726","92,88"
2046,2014-01-09,89.329,"2,1607","95,83"
2047,2014-08-31,89.413,,
2048,2014-08-29,89.52600000000001,"2,1639","95,96"
2049,2014-08-28,89.65,"2,1583","94,55"
2050,2014-08-27,88.916,"2,1539","93,88"
2051,2014-08-26,89.21799999999999,"2,1655","93,86"
2052,2014-08-25,89.412,"2,1790","93,35"
2053,2014-08-24,89.557,,
2054,2014-08-22,89.566,"2,1755","93,65"
2055,2014-08-21,89.473,"2,1779","93,96"
2056,2014-08-20,90.6,"2,1860","96,07"
2057,2014-08-19,90.09200000000001,"2,1622","94,48"
2058,2014-08-18,90.319,"2,1638","96,41"
2059,2014-08-17,90.73700000000001,,
2060,2014-08-15,90.91799999999999,"2,1671","97,35"
2061,2014-08-14,90.898,"2,1518","95,58"
2062,2014-08-13,90.93,"2,1569","97,59"
2063,2014-12-08,91.064,"2,1642","97,37"
2064,2014-11-08,90.402,"2,1505","98,08"
2065,2014-08-08,90.42399999999999,"2,1450","97,65"
2066,2014-07-08,91.45299999999999,"2,1671","97,34"
2067,2014-06-08,90.695,"2,1592","96,92"
2068,2014-05-08,89.181,"2,1525","97,38"
2069,2014-04-08,88.262,"2,1313","98,29"
2070,2014-03-08,88.73700000000001,,
2071,2014-01-08,88.70100000000001,"2,1334","97,88"
2072,2014-07-31,88.355,"2,1418","98,17"
2073,2014-07-30,88.934,"2,1328","100,27"
2074,2014-07-29,88.338,"2,1161","100,97"
2075,2014-07-28,88.012,"2,0993","101,67"
2076,2014-07-27,87.93299999999999,,
2077,2014-07-25,88.066,"2,0939","102,09"
2078,2014-07-24,86.971,"2,0918","102,07"
2079,2014-07-23,87.573,"2,0886","103,12"
2080,2014-07-22,88.595,"2,1065","104,42"
2081,2014-07-21,89.316,"2,1183","104,59"
2082,2014-07-20,89.566,,
2083,2014-07-18,89.48899999999999,"2,1247","103,13"
2084,2014-07-17,90.84200000000001,"2,1410","103,19"
2085,2014-07-16,88.613,"2,1193","101,20"
2086,2014-07-15,88.458,"2,1241","99,96"
2087,2014-07-14,89.096,"2,1162","100,91"
2088,2014-07-13,91.26299999999999,,
2089,2014-11-07,91.118,"2,1175","100,83"
2090,2014-10-07,91.227,"2,1244","102,93"
2091,2014-09-07,90.265,"2,1154","102,29"
2092,2014-08-07,90.06299999999999,"2,1251","103,40"
2093,2014-07-07,90.226,"2,1293","103,53"
2094,2014-06-07,90.34100000000001,,
2095,2014-04-07,90.601,"2,1329","103,76"
2096,2014-03-07,90.31299999999999,"2,1278","104,06"
2097,2014-02-07,90.792,"2,1302","104,48"
2098,2014-01-07,90.719,"2,1285","105,34"
2099,2014-06-30,90.34299999999999,"2,1191","105,37"
2100,2014-06-29,89.829,,
2101,2014-06-27,89.805,"2,1228","105,74"
2102,2014-06-26,89.93299999999999,"2,1258","105,84"
2103,2014-06-25,90.35600000000001,"2,1325","106,50"
2104,2014-06-24,90.814,"2,1418","106,03"
2105,2014-06-23,90.25,"2,1373","106,17"
2106,2014-06-22,90.65100000000001,,
2107,2014-06-20,90.46799999999999,"2,1405","107,26"
2108,2014-06-19,90.55799999999999,"2,1426","106,43"
2109,2014-06-18,87.359,"2,1254","105,97"
2110,2014-06-17,87.845,"2,1495","106,36"
2111,2014-06-16,87.693,"2,1424","106,90"
2112,2014-06-15,87.36399999999999,,
2113,2014-06-13,87.175,"2,1233","106,91"
2114,2014-12-06,86.48,"2,1117","106,53"
2115,2014-11-06,85.742,"2,1167","104,40"
2116,2014-10-06,84.242,"2,0798","104,35"
2117,2014-09-06,83.991,"2,0863","104,41"
2118,2014-08-06,83.74,,
2119,2014-06-06,83.706,"2,0781","102,66"
2120,2014-05-06,84.524,"2,0963","102,48"
2121,2014-04-06,84.633,"2,1156","102,64"
2122,2014-03-06,84.803,"2,1173","102,66"
2123,2014-02-06,84.39200000000001,"2,1083","102,47"
2124,2014-01-06,84.1,,
2125,2014-05-30,84.258,"2,0971","102,71"
2126,2014-05-29,84.383,"2,0865","103,58"
2127,2014-05-28,84.821,"2,0998","102,72"
2128,2014-05-27,85.39,"2,1018","104,11"
2129,2014-05-26,86.54899999999999,"2,0829","104,28"
2130,2014-05-25,86.43799999999999,,
2131,2014-05-23,86.524,"2,0818","104,35"
2132,2014-05-22,86.633,"2,0813","103,74"
2133,2014-05-21,87.08,"2,0940","104,07"
2134,2014-05-20,87.965,"2,1134","102,44"
2135,2014-05-19,87.18299999999999,"2,0965","102,61"
2136,2014-05-18,87.132,,
2137,2014-05-16,87.24799999999999,"2,0998","102,02"
2138,2014-05-15,87.494,"2,0983","101,50"
2139,2014-05-14,86.93700000000001,"2,0707","102,37"
2140,2014-05-13,86.119,"2,0684","101,70"
2141,2014-12-05,86.73,"2,0809","100,59"
2142,2014-11-05,85.709,,
2143,2014-09-05,86.07,"2,0773","99,99"
2144,2014-08-05,86.198,"2,0738","100,26"
2145,2014-07-05,86.355,"2,0819","100,77"
2146,2014-06-05,87.848,"2,0900","99,50"
2147,2014-05-05,88.537,"2,1003","99,48"
2148,2014-04-05,88.006,,
2149,2014-02-05,87.87799999999999,"2,1038","99,76"
2150,2014-01-05,86.988,"2,1054","99,42"
2151,2014-04-30,87.727,"2,1125","99,74"
2152,2014-04-29,88.398,"2,1212","101,28"
2153,2014-04-28,88.742,"2,1256","100,84"
2154,2014-04-27,89.569,,
2155,2014-04-25,89.4,"2,1340","100,60"
2156,2014-04-24,88.647,"2,1356","101,94"
2157,2014-04-23,88.835,"2,1504","101,44"
2158,2014-04-22,88.50299999999999,"2,1415","102,13"
2159,2014-04-21,88.45,"2,1341","104,37"
2160,2014-04-20,88.484,,
2161,2014-04-17,88.566,"2,1265","104,30"
2162,2014-04-16,89.53299999999999,"2,1360","103,76"
2163,2014-04-15,89.772,"2,1428","103,75"
2164,2014-04-14,90.45299999999999,"2,1208","104,05"
2165,2014-04-13,90.34200000000001,,
2166,2014-11-04,89.585,"2,1129","103,74"
2167,2014-10-04,89.501,"2,1093","103,40"
2168,2014-09-04,88.613,"2,1038","103,60"
2169,2014-08-04,88.225,"2,0962","102,56"
2170,2014-07-04,88.17399999999999,"2,1103","100,44"
2171,2014-06-04,88.641,,
2172,2014-04-04,88.569,"2,1135","101,14"
2173,2014-03-04,88.18299999999999,"2,1327","100,29"
2174,2014-02-04,88.32700000000001,"2,1276","99,62"
2175,2014-01-04,88.014,"2,1378","99,74"
2176,2014-03-31,88.322,"2,1407","101,58"
2177,2014-03-30,90.744,,
2178,2014-03-28,91.256,"2,1909","101,67"
2179,2014-03-27,90.846,"2,1872","101,28"
2180,2014-03-26,92.04899999999999,"2,1921","100,26"
2181,2014-03-25,93.35600000000001,"2,2165","99,19"
2182,2014-03-24,94.301,"2,2372","99,60"
2183,2014-03-23,95.81299999999999,,
2184,2014-03-21,95.87,"2,2335","99,46"
2185,2014-03-20,95.51299999999999,"2,2294","99,43"
2186,2014-03-19,95.81,"2,2401","100,37"
2187,2014-03-18,96.727,"2,2188","99,70"
2188,2014-03-17,97.56299999999999,"2,2198","98,08"
2189,2014-03-16,99.088,,
2190,2014-03-14,98.34100000000001,"2,2130","98,89"
2191,2014-03-13,98.68700000000001,"2,2327","98,20"
2192,2014-12-03,98.131,"2,2323","97,99"
2193,2014-11-03,97.275,"2,2466","100,03"
2194,2014-10-03,95.645,"2,2186","101,12"
2195,2014-09-03,94.90899999999999,,
2196,2014-07-03,95.001,"2,2055","102,58"
2197,2014-06-03,94.59,"2,1803","101,56"
2198,2014-05-03,94.662,"2,2031","101,45"
2199,2014-04-03,94.76899999999999,"2,2065","103,33"
2200,2014-03-03,96.79,"2,2321","104,92"
2201,2014-02-03,95.88600000000001,,
2202,2014-02-28,94.14299999999999,"2,2093","102,59"
2203,2014-02-27,94.712,"2,2138","102,40"
2204,2014-02-26,95.171,"2,2279","102,59"
2205,2014-02-25,95.226,"2,2122","101,83"
2206,2014-02-24,94.44200000000001,"2,2021","102,82"
2207,2014-02-21,92.431,"2,1787","102,20"
2208,2014-02-20,93.559,"2,2013","102,92"
2209,2014-02-19,93.101,"2,2145","103,31"
2210,2014-02-18,92.583,"2,1804","102,43"
2211,2014-02-17,92.90100000000001,"2,1767","100,58"
2212,2014-02-14,92.475,"2,1810","100,30"
2213,2014-02-13,91.389,"2,1856","100,35"
2214,2014-12-02,90.895,"2,1926","100,37"
2215,2014-11-02,90.949,"2,1932","99,94"
2216,2014-10-02,90.7,"2,2176","100,06"
2217,2014-07-02,90.288,"2,2199","99,88"
2218,2014-06-02,89.348,"2,2096","97,84"
2219,2014-05-02,90.465,"2,2386","97,38"
2220,2014-04-02,90.145,"2,2380","97,19"
2221,2014-03-02,92.16799999999999,"2,2824","96,43"
2222,2014-01-31,90.04299999999999,"2,2607","97,49"
2223,2014-01-30,90.648,"2,2693","98,23"
2224,2014-01-29,92.08200000000001,"2,2607","97,36"
2225,2014-01-28,88.62,"2,2520","97,41"
2226,2014-01-27,92.141,"2,2830","95,72"
2227,2014-01-24,95.322,"2,3315","96,64"
2228,2014-01-23,93.074,"2,2928","97,32"
2229,2014-01-22,89.75399999999999,"2,2582","96,73"
2230,2014-01-21,89.714,"2,2517","94,99"
2231,2014-01-20,90.289,"2,2403","93,93"
2232,2014-01-17,89.948,"2,2317","94,37"
2233,2014-01-16,88.07600000000001,"2,2069","93,96"
2234,2014-01-15,87.38799999999999,"2,1913","94,17"
2235,2014-01-14,87.31200000000001,"2,1838","92,59"
2236,2014-01-13,87.735,"2,1795","91,80"
2237,2014-10-01,86.69,"2,1650","92,72"
2238,2014-09-01,85.868,"2,1780","91,66"
2239,2014-08-01,86.039,"2,1856","92,33"
2240,2014-07-01,85.76899999999999,"2,1678","93,67"
2241,2014-06-01,86.288,"2,1715","93,43"
2242,2014-03-01,86.464,"2,1785","93,96"
2243,2014-02-01,85.331,"2,1713","95,44"
2244,2013-12-31,83.374,"2,1458","98,42"
2245,2013-12-30,81.708,"2,1231","99,29"
2246,2013-12-27,84.02,"2,1513","100,32"
2247,2013-12-26,82.82600000000001,"2,1271","99,55"
2248,2013-12-25,81.218,"2,0956",
2249,2013-12-24,80.471,"2,0775","99,22"
2250,2013-12-23,80.902,"2,0977","98,91"
2251,2013-12-20,80.906,"2,0918","99,32"
2252,2013-12-19,79.183,"2,0728","98,77"
2253,2013-12-18,80.62899999999999,"2,0578","97,80"
2254,2013-12-17,80.656,"2,0360","97,22"
2255,2013-12-16,80.904,"2,0274","97,48"
2256,2013-12-13,81.203,"2,0404","96,60"
2257,2013-12-12,80.514,"2,0433","97,50"
2258,2013-12-11,82.236,"2,0545","93,04"
2259,2013-12-10,82.255,,
2260,2013-12-09,81.03,"2,0306","108,60"
2261,2013-12-06,80.078,"1,8752","95,88"
2262,2013-12-05,80.242,,
2263,2013-12-04,81.90100000000001,"1,7881","91,29"
2264,2013-12-03,80.455,"1,8029","92,54"
2265,2013-12-02,79.932,"1,7724","97,51"
2266,2013-11-29,81.381,"2,0198","92,72"
2267,2013-11-28,80.509,"2,0147","92,28"
2268,2013-11-27,80.61,"2,0254","92,30"
2269,2013-11-26,80.355,"2,0136","93,68"
2270,2013-11-25,80.81,"2,0078","94,09"
2271,2013-11-22,80.19,"2,0057","94,84"
2272,2013-11-21,80.518,"2,0168","95,44"
2273,2013-11-20,80.57,"2,0154","93,33"
2274,2013-11-19,82.476,"2,0112","93,34"
2275,2013-11-18,82.964,"2,0219","93,03"
2276,2013-11-15,84.22399999999999,"2,0293","93,84"
2277,2013-11-14,84.171,"2,0333","93,76"
2278,2013-11-13,84.24700000000001,"2,0442","93,88"
2279,2013-11-12,83.634,"2,0429","97,44"
2280,2013-11-11,84.219,"2,0433","95,14"
2281,2013-11-08,84.426,,
2282,2013-11-07,85.456,"1,9511","104,91"
2283,2013-11-06,86.191,"1,8918","95,38"
2284,2013-11-05,85.626,,
2285,2013-11-04,85.2,"1,7848","93,51"
2286,2013-11-01,85.37,"1,7695","93,56"
2287,2013-10-31,84.936,"1,9960","96,38"
2288,2013-10-30,86.098,"1,9947","96,77"
2289,2013-10-29,86.103,"1,9914","98,20"
2290,2013-10-28,86.301,"1,9841","98,68"
2291,2013-10-25,86.17299999999999,"1,9835","97,85"
2292,2013-10-24,85.75200000000001,"1,9796","97,11"
2293,2013-10-23,84.65700000000001,"1,9758","96,86"
2294,2013-10-22,84.77799999999999,"1,9685","97,80"
2295,2013-10-21,83.8,"1,9812","99,22"
2296,2013-10-18,83.322,"1,9686","100,81"
2297,2013-10-17,83.444,"1,9659","100,67"
2298,2013-10-16,81.295,"1,9728","102,29"
2299,2013-10-15,81.818,"1,9882","101,21"
2300,2013-10-14,81.0,"1,9818","102,41"
2301,2013-10-11,81.032,,
2302,2013-10-10,81.781,"1,9745","103,01"
2303,2013-10-09,83.305,"2,0141","107,39"
2304,2013-10-08,84.385,,
2305,2013-10-07,84.742,"1,9497","106,52"
2306,2013-10-04,83.756,"1,7895","94,64"
2307,2013-10-03,84.82,,
2308,2013-10-02,84.39399999999999,,
2309,2013-10-01,83.199,"1,7672","93,82"
2310,2013-09-30,86.184,"2,0186","102,33"
2311,2013-09-27,87.28,"2,0309","102,87"
2312,2013-09-26,86.13,"2,0228","103,03"
2313,2013-09-25,86.46799999999999,"2,0160","102,66"
2314,2013-09-24,84.98100000000001,"1,9989","103,13"
2315,2013-09-23,84.215,"1,9853","103,59"
2316,2013-09-20,84.476,"1,9799","104,68"
2317,2013-09-19,86.085,"1,9605","106,39"
2318,2013-09-18,85.514,"1,9501","108,07"
2319,2013-09-17,84.35700000000001,"2,0018","105,42"
2320,2013-09-16,84.65299999999999,"2,0045","106,59"
2321,2013-09-13,86.50200000000001,"2,0280","108,21"
2322,2013-09-12,86.24,"2,0324","97,34"
2323,2013-09-11,88.338,,
2324,2013-09-10,88.288,"1,9820","101,61"
2325,2013-09-09,90.375,"2,0266","109,52"
2326,2013-09-06,91.824,,
2327,2013-09-05,90.995,"1,7987","96,39"
2328,2013-09-04,91.68799999999999,"1,7843","94,20"
2329,2013-09-03,93.521,,
2330,2013-09-02,90.405,,
2331,2013-08-30,91.413,"2,0403","107,65"
2332,2013-08-29,92.139,"2,0358","108,80"
2333,2013-08-28,92.915,"2,0374","110,10"
2334,2013-08-27,92.90700000000001,"2,0363","109,01"
2335,2013-08-26,90.18799999999999,"1,9980","105,92"
2336,2013-08-23,89.28,"1,9878","106,42"
2337,2013-08-22,88.228,"1,9936","105,03"
2338,2013-08-21,87.10600000000001,"1,9785","103,85"
2339,2013-08-20,85.956,"1,9496","104,96"
2340,2013-08-19,85.785,"1,9544","107,10"
2341,2013-08-16,86.061,"1,9446","107,46"
2342,2013-08-15,84.89299999999999,"1,9345","107,33"
2343,2013-08-14,83.125,"1,9344","106,85"
2344,2013-08-13,82.11399999999999,"1,9340","106,83"
2345,2013-08-12,82.734,,
2346,2013-08-09,81.191,,
2347,2013-08-08,81.166,"1,9225","103,40"
2348,2013-08-07,79.938,"1,9473","103,14"
2349,2013-08-06,79.373,,
2350,2013-08-05,80.887,"1,7900","96,62"
2351,2013-08-02,81.215,"1,7715","95,72"
2352,2013-08-01,82.007,"1,7783","93,15"
2353,2013-07-31,82.351,"1,9353","105,03"
2354,2013-07-30,82.024,"1,9229","103,08"
2355,2013-07-29,82.287,"1,9263","104,55"
2356,2013-07-26,82.52,"1,9260","104,70"
2357,2013-07-25,82.421,"1,9206","105,49"
2358,2013-07-24,81.625,"1,9213","105,39"
2359,2013-07-23,82.32600000000001,"1,9004","107,23"
2360,2013-07-22,82.14,"1,9120","106,91"
2361,2013-07-19,79.902,"1,9181","108,05"
2362,2013-07-18,79.325,"1,9214","108,04"
2363,2013-07-17,78.333,"1,9108","106,48"
2364,2013-07-16,79.768,"1,9210","106,00"
2365,2013-07-15,79.757,"1,9335","106,32"
2366,2013-07-12,80.732,,
2367,2013-07-11,80.634,"2,0352","94,20"
2368,2013-07-10,78.92,"1,9937","103,03"
2369,2013-07-09,78.058,,
2370,2013-07-08,77.40100000000001,"1,9322","104,37"
2371,2013-07-05,77.378,"1,7968","95,62"
2372,2013-07-04,78.074,,
2373,2013-07-03,78.365,"1,7973","91,56"
2374,2013-07-02,77.305,"1,7740","95,83"
2375,2013-07-01,77.509,"1,7798","93,19"
2376,2013-06-28,76.558,"1,9288","96,56"
2377,2013-06-27,74.145,"1,9199","97,05"
2378,2013-06-26,76.252,"1,9354","95,50"
2379,2013-06-25,79.36,"1,9311","95,32"
2380,2013-06-24,80.245,"1,9438","95,18"
2381,2013-06-21,80.821,"1,9388","93,69"
2382,2013-06-20,79.617,"1,9369","95,40"
2383,2013-06-19,82.788,"1,9020","98,24"
2384,2013-06-18,82.97399999999999,"1,8865","98,44"
2385,2013-06-17,83.412,"1,8741","97,77"
2386,2013-06-14,83.119,"1,8590","97,85"
2387,2013-06-13,82.976,"1,8616","96,69"
2388,2013-06-12,83.72399999999999,"2,0252","97,65"
2389,2013-06-11,83.823,"2,0356","94,80"
2390,2013-06-10,84.755,,
2391,2013-06-07,83.47399999999999,,
2392,2013-06-06,86.04899999999999,"1,8932","94,76"
2393,2013-06-05,85.34,"1,7972","96,16"
2394,2013-06-04,84.39,,
2395,2013-06-03,85.39,"1,7984","90,43"
2396,2013-05-31,83.68799999999999,"1,8756","91,97"
2397,2013-05-30,85.23299999999999,"1,8735","93,61"
2398,2013-05-29,83.37799999999999,"1,8605","93,13"
2399,2013-05-28,82.555,"1,8580","95,01"
2400,2013-05-27,82.75399999999999,"1,8458","93,83"
2401,2013-05-24,82.40100000000001,"1,8466","94,15"
2402,2013-05-23,82.508,"1,8464","94,25"
2403,2013-05-22,81.477,"1,8491","94,28"
2404,2013-05-21,81.458,"1,8431","96,16"
2405,2013-05-20,82.54899999999999,"1,8408","96,71"
2406,2013-05-17,80.469,"1,8421","96,02"
2407,2013-05-16,81.321,"1,8241","95,16"
2408,2013-05-15,81.617,"1,8226","94,30"
2409,2013-05-14,83.219,"1,8155","94,21"
2410,2013-05-13,83.32799999999999,"1,8120","95,17"
2411,2013-05-10,83.865,,
2412,2013-05-09,84.29,"2,0691","108,37"
2413,2013-05-08,84.85,"1,9303","106,56"
2414,2013-05-07,83.899,"1,9683","103,22"
2415,2013-05-06,84.95,"1,8923","93,74"
2416,2013-05-03,84.852,"1,7916","90,82"
2417,2013-05-02,84.615,"1,7612","96,64"
2418,2013-05-01,84.08200000000001,,
